data,liczba_wzmianek,sredni_tone
2019-06-30,549.0,-0.801848964544616
2019-07-01,1107.0,-1.5661048369096568
2019-07-02,1281.0,-1.133846501141059
2019-07-03,1299.0,-1.2516733223747054
2019-07-04,795.0,-1.1670052299301499
2019-07-05,885.0,-0.7115777033962803
2019-07-06,432.0,-0.824105114183284
2019-07-07,297.0,-1.1113379646033592
2019-07-08,984.0,-0.4625495426056188
2019-07-09,1134.0,-0.6577004215589687
2019-07-10,1083.0,-0.8304893507962026
2019-07-11,1170.0,-1.000732519826314
2019-07-12,1797.0,-2.026832262723614
2019-07-13,624.0,-1.6264063739079961
2019-07-14,450.0,-1.7385250130086343
2019-07-15,1599.0,-1.2484068553968473
2019-07-16,2514.0,-1.273217862449371
2019-07-17,2058.0,-1.493326700715927
2019-07-18,1776.0,-1.5130545734810081
2019-07-19,1104.0,-1.2074449119704758
2019-07-20,519.0,-0.748084526540956
2019-07-21,285.0,-0.8611390168145439
2019-07-22,1077.0,-1.2083926874289679
2019-07-23,1344.0,-0.9109462103214253
2019-07-24,1236.0,-1.0220210504109937
2019-09-28,600.0,-0.19084725357658122
2019-09-29,444.0,0.36018158019185254
2019-09-30,993.0,-0.22550338114957721
2019-10-01,1101.0,-0.5997561276438862
2019-10-02,1068.0,-0.795372748888683
2019-10-03,1182.0,-0.8938460819280756
2019-10-04,1263.0,-0.8497880224644757
2019-10-05,804.0,-1.018556910643776
2019-10-06,396.0,-0.3537807154719535
2019-10-07,738.0,-0.8732448510851629
2019-10-08,936.0,-0.6921049286138536
2019-10-09,1110.0,-0.8051952112781456
2019-10-10,987.0,-0.5071074378835088
2019-10-11,822.0,-1.0609128855455296
2019-10-12,651.0,-0.5007633688665235
2019-10-13,270.0,-1.1476168666242919
2019-10-14,900.0,-1.1305193673478962
2019-10-15,1050.0,-0.33795844159667454
2019-10-16,1464.0,-1.9424766409610243
2019-10-17,1284.0,-2.374472300446027
2019-10-18,1146.0,-1.6928375560643454
2019-10-19,564.0,-1.4215386865414295
2019-10-20,402.0,-1.2309822042541751
2019-10-21,798.0,-0.34675139326280563
2019-10-22,1077.0,-0.37378659353557886
2019-10-23,1713.0,-1.29183616126165
2019-10-24,1308.0,-1.2206673852195646
2019-10-25,1098.0,-1.9509953292978715
2019-10-26,435.0,-1.0143894997517335
2019-10-27,342.0,-0.9123611416609846
2019-10-28,1038.0,-0.3813651369992894
2019-10-29,1020.0,0.02811101418709728
2019-10-30,1098.0,-0.3291876138450931
2019-10-31,957.0,-0.5281734546280664
2019-11-01,921.0,-0.7764605280516479
2019-11-02,405.0,-0.3025527387434856
2019-11-03,429.0,-0.8896272988232276
2019-11-04,990.0,-0.9506417102506024
2019-11-05,1008.0,-0.6893818627728234
2019-11-06,1134.0,-0.676869083263665
2019-11-07,795.0,-0.46724857995070807
2019-11-08,984.0,-1.3830946366550445
2019-11-09,393.0,-0.6315504547576719
2019-11-10,279.0,-0.9343051034686372
2019-11-11,693.0,-0.36980427799873405
2019-11-12,972.0,0.4703625123218986
2019-11-13,984.0,-0.18266795623897203
2019-11-14,939.0,-0.40609401434699327
2019-11-15,1008.0,-0.884178648606808
2019-11-16,381.0,-1.0717873836038367
2019-11-17,243.0,-1.442860238827304
2019-11-18,714.0,-0.6843996716818339
2019-11-19,633.0,-0.18974283249637047
2019-11-20,954.0,-0.9640958161984665
2019-11-21,1023.0,-0.5095096011184295
2019-11-22,999.0,-1.2672254819333817
2019-11-23,393.0,-1.4857715968541985
2019-11-24,306.0,-1.0118036632003389
2019-11-25,723.0,-1.1230574560695283
2019-11-26,996.0,-0.6682599050925753
2019-11-27,864.0,-0.6971908674500621
2020-06-28,98.0,-0.4602432072952356
2020-06-29,282.0,-0.908939767106181
2020-06-30,420.0,-0.3477493806287835
2020-07-01,336.0,-0.49026449539857286
2020-07-02,294.0,-0.05724657503927968
2020-07-03,234.0,-1.4772581530925069
2020-07-04,130.0,-0.5081241676952684
2020-07-05,128.0,-0.32870780769415797
2020-07-06,348.0,-1.7086497589647696
2020-07-07,364.0,-0.5586864697085198
2020-07-08,358.0,-0.7981783739700936
2020-07-09,416.0,-0.8095311623844318
2020-07-10,308.0,-0.6781476139260668
2020-07-11,130.0,-1.019029129566404
2020-07-12,106.0,-0.9464671341635371
2020-07-13,252.0,-0.6820822083547448
2020-07-14,348.0,-0.49063127475065094
2020-07-15,580.0,-1.24504225253744
2020-07-16,2202.0,-3.092333208474952
2020-07-17,944.0,-2.9325051911679307
2020-07-18,700.0,-3.766262768039825
2020-07-19,230.0,-3.0514763995353387
2020-07-20,454.0,-1.28424128963925
2020-07-21,500.0,-1.8768253111232907
2020-07-22,432.0,-1.6641136515999988
2020-07-23,778.0,-2.4774276785662916
2020-07-24,426.0,-2.018743020456851
2020-07-25,188.0,-1.8191356940608814
2020-07-26,248.0,-0.4124203958964843
2020-07-27,370.0,-0.6207124578222716
2020-07-28,424.0,-0.5803393462298098
2020-07-29,450.0,-1.1863236177866323
2020-07-30,402.0,-1.4387824714885287
2020-07-31,1222.0,-4.614688420991618
2020-08-01,616.0,-4.878618565478185
2020-08-02,148.0,-2.066645675187123
2020-08-03,326.0,-1.808678012017432
2020-08-04,566.0,-1.679235977611039
2020-08-05,480.0,-3.023311026786636
2020-08-06,374.0,-0.6107123348725655
2020-08-07,282.0,-0.7605351283051744
2020-08-08,182.0,-0.4232013410388423
2020-08-09,92.0,0.12915047596624604
2020-08-10,254.0,-0.042434991591905516
2020-08-11,348.0,-0.9312380608599221
2020-08-12,268.0,-1.3104141750890599
2020-08-13,582.0,-2.3159139993541067
2020-08-14,450.0,-2.0296510767473017
2020-08-15,124.0,-1.293488548196436
2020-08-16,80.0,-0.752845848969476
2020-08-17,312.0,0.05113805029341624
2020-08-18,354.0,-0.2507168070685249
2020-08-19,370.0,-0.5384269783001651
2020-08-20,426.0,-2.0394904900645914
2020-08-21,412.0,-2.166649533207656
2020-08-22,148.0,-0.7910194975996208
2020-08-23,142.0,-1.080643313303214
2020-08-24,282.0,-0.26677707568671444
2020-08-25,300.0,-1.1670491671111298
2020-08-26,386.0,-0.5932592509491501
2020-08-27,396.0,-1.0968834678408514
2020-09-13,63.0,-0.4014858239727473
2020-09-14,162.0,-0.34749878503402853
2020-09-15,195.0,-0.4867010764350167
2020-09-16,184.0,-0.7199847248196868
2020-09-17,152.0,-0.12856466294527094
2020-09-18,158.0,-0.3024899751571492
2020-09-19,56.0,-0.775441990395092
